1	1	1	1	1	2	0	0	
1	1	1	3	6	2	13	17	
1	1	1	2	2	24	0	0	
1	1	1	8	18	1	1	0	
1	1	1	1	2	8	0	0	
1	1	1	2	9	4	7	0	
1	1	1	1	1	3	1	12	
1	1	1	1	1	9	29	44	
1	1	1	1	15	3	2	0	
1	1	1	4	3	4	11	9	
1	1	1	1	1	3	12	0	
1	1	1	1	2	3	0	0	
1	1	1	5	7	6	11	0	
1	1	1	1	20	2	0	0	
1	1	1	1	1	6	7	19	
1	1	1	3	2	8	12	39	
1	1	1	8	4	1	25	0	
1	1	1	1	4	4	32	27	
1	1	1	4	3	14	25	0	
1	1	1	1	3	4	5	9	
1	1	1	2	19	3	26	0	
1	1	1	2	1	3	0	0	
1	1	1	7	7	20	11	0	
1	1	1	9	2	6	15	0	
1	1	1	1	1	13	2	0	
1	1	1	8	3	9	10	0	
1	1	1	2	3	1	0	0	
1	1	1	3	9	3	1	0	
1	1	1	2	4	4	29	32	
1	1	1	2	23	6	0	0	
1	1	1	1	5	2	0	28	
1	1	1	3	23	4	11	18	
1	1	1	4	19	3	1	0	
1	1	1	3	8	3	26	0	
1	1	1	1	1	12	41	41	
1	1	1	3	8	7	3	27	
1	1	1	1	28	1	20	0	
1	1	1	3	5	10	15	0	
1	1	1	1	4	12	37	5	
1	1	1	5	4	15	16	32	
1	1	1	1	7	22	0	20	
1	1	1	1	2	6	0	38	
1	1	1	4	7	10	32	0	
1	1	1	1	44	2	0	7	
1	1	1	1	1	1	3	7	
1	1	1	2	2	1	5	0	
1	1	1	1	3	8	0	0	
1	1	1	2	17	6	26	0	
1	1	1	2	2	5	36	0	
1	1	1	1	6	4	20	0	
1	1	1	1	1	1	21	0	
1	1	1	7	2	1	11	0	
1	1	1	3	2	4	2	37	
1	1	1	1	1	18	22	41	
1	1	1	3	3	1	39	0	
1	1	1	1	5	6	15	8	
1	1	1	3	1	4	8	0	
1	1	1	2	1	13	0	23	
1	1	1	3	16	1	3	0	
1	1	1	2	3	9	0	0	
1	1	1	1	1	1	2	0	
1	1	1	1	25	5	32	0	
1	1	1	4	18	3	37	0	
1	1	1	6	13	3	9	0	
1	1	1	1	1	4	7	0	
1	1	1	3	8	1	14	0	
1	1	1	3	7	1	8	1	
1	1	1	4	19	2	1	0	
1	1	1	8	17	6	15	0	
1	1	1	3	9	17	10	0	
1	1	1	1	4	2	5	42	
1	1	1	5	3	3	1	38	
1	1	1	2	2	9	18	0	
1	1	1	1	11	2	7	0	
1	1	1	1	3	1	2	18	
1	1	1	1	8	19	32	28	
1	1	1	1	2	3	45	0	
1	1	1	6	10	3	16	13	
1	1	1	1	8	3	10	0	
1	1	1	1	1	12	47	0	
1	1	1	2	10	4	39	0	
1	1	1	1	1	8	0	18	
1	1	1	2	1	11	16	0	
1	1	1	1	37	1	1	0	
1	1	1	4	2	1	0	0	
1	1	1	1	14	5	19	0	
1	1	1	3	1	6	1	0	
1	1	1	5	9	11	0	31	
1	1	1	5	1	9	34	0	
1	1	1	1	8	14	0	0	
1	1	1	2	1	12	18	0	
1	1	1	3	17	5	14	37	
1	1	1	2	8	1	7	2	
1	1	1	4	4	2	1	0	
1	1	1	2	1	2	2	5	
1	1	1	1	1	4	21	0	
1	1	1	2	2	4	27	10	
1	1	1	4	3	12	27	0	
1	1	1	1	4	4	46	0	
1	1	1	3	7	11	4	0	
1	1	1	1	24	18	29	40	
1	1	1	5	20	1	28	0	
1	1	1	8	8	18	49	0	
1	1	1	3	4	2	1	0	
1	1	1	2	28	3	10	16	
1	1	1	1	1	6	11	14	
1	1	1	4	8	10	17	49	
1	1	1	5	5	4	19	0	
1	1	1	3	5	8	37	0	
1	1	1	3	1	12	26	0	
1	1	1	1	3	1	1	19	
1	1	1	2	1	1	30	9	
1	1	1	2	1	7	47	28	
1	1	1	1	8	1	0	4	
1	1	1	2	9	13	35	0	
1	1	1	3	2	1	2	0	
1	1	1	2	3	1	12	0	
1	1	1	1	11	9	18	0	
1	1	1	4	7	13	16	0	
1	1	1	2	1	8	5	22	
1	1	1	3	36	1	7	0	
1	1	1	1	7	5	3	27	
1	1	1	1	1	15	14	46	
1	1	1	2	10	15	0	0	
1	1	1	2	13	11	30	0	
1	1	1	1	9	9	22	12	
1	1	1	1	1	12	32	0	
1	1	1	2	1	3	13	0	
1	1	1	2	8	3	3	10	
1	1	1	2	1	4	1	0	
1	1	1	2	3	22	0	0	
1	1	1	5	4	13	0	0	
1	1	1	1	1	2	31	9	
1	1	1	4	17	3	10	21	
1	1	1	1	3	1	19	20	
1	1	1	2	3	2	11	3	
1	1	1	4	6	20	29	0	
1	1	1	2	1	2	2	0	
1	1	1	3	4	4	41	0	
1	1	1	1	9	7	1	45	
1	1	1	1	4	3	6	32	
1	1	1	1	1	1	13	2	
1	1	1	5	3	1	45	22	
1	1	1	3	12	2	1	24	
1	1	1	3	5	7	12	0	
1	1	1	1	1	3	4	13	
1	1	1	6	6	15	28	0	
1	1	1	4	13	4	20	48	
1	1	1	7	5	3	1	0	
1	1	1	1	4	4	22	16	
1	1	1	1	9	7	0	28	
1	1	1	2	2	6	0	0	
1	1	1	1	1	6	4	0	
1	1	1	5	3	17	37	42	
1	1	1	3	4	13	38	0	
1	1	1	1	10	8	27	6	
1	1	1	2	3	9	0	14	
1	1	1	7	32	6	0	0	
1	1	1	2	8	3	3	0	
1	1	1	5	13	2	2	36	
1	1	1	1	1	13	42	0	
1	1	1	1	2	11	48	0	
1	1	1	1	2	7	40	0	
1	1	1	2	2	8	22	0	
1	1	1	2	2	5	5	0	
1	1	1	1	1	12	19	0	
1	1	1	4	6	5	19	0	
1	1	1	1	1	3	14	0	
1	1	1	1	1	9	35	0	
1	1	1	3	1	12	45	0	
1	1	1	2	1	12	12	0	
1	1	1	1	3	7	32	28	
1	1	1	1	2	6	10	0	
1	1	1	3	2	4	18	19	
1	1	1	2	1	5	23	25	
1	1	1	6	6	6	10	27	
1	1	1	1	3	2	10	0	
1	1	1	2	1	1	15	6	
1	1	1	1	2	3	3	0	
1	1	1	2	1	4	8	0	
1	1	1	2	1	7	1	0	
1	1	1	1	16	4	0	0	
1	1	1	1	8	4	30	0	
1	1	1	1	4	4	25	33	
1	1	1	1	1	1	11	13	
1	1	1	2	2	2	5	17	
1	1	1	3	14	5	0	0	
1	1	1	3	4	3	21	0	
1	1	1	7	47	1	30	0	
1	1	1	3	15	5	1	0	
1	1	1	1	1	8	45	0	
1	1	1	5	1	7	2	0	
1	1	1	1	4	6	23	0	
1	1	1	3	6	14	0	0	
1	1	1	1	1	2	3	2	
1	1	1	1	3	4	3	8	
1	1	1	1	1	6	0	21	
1	1	1	6	4	10	0	0	
1	1	1	1	10	2	9	0	
1	1	1	2	13	3	17	22	
1	1	1	1	1	1	5	1	
1	1	1	1	1	21	38	0	
1	1	1	5	4	3	30	18	
1	1	1	1	2	4	11	0	
1	1	1	3	1	9	0	0	
1	1	1	1	4	2	1	0	
1	1	1	3	4	18	44	0	
1	1	1	6	17	4	5	0	
1	1	1	2	1	6	20	0	
1	1	1	1	7	6	37	5	
1	1	1	2	4	18	18	0	
1	1	1	5	5	14	32	0	
1	1	1	3	10	2	22	0	
1	1	1	3	3	4	14	0	
1	1	1	2	2	3	8	0	
1	1	1	1	1	4	19	0	
1	1	1	2	1	5	9	0	
1	1	1	3	4	1	0	19	
1	1	1	3	8	4	38	0	
1	1	1	4	8	3	25	44	
1	1	1	1	8	10	45	22	
1	1	1	1	7	10	11	0	
1	1	1	3	4	9	44	0	
1	1	1	7	13	1	1	0	
1	1	1	1	2	3	3	11	
1	1	1	1	1	5	12	0	
1	1	1	2	14	15	19	21	
1	1	1	5	7	3	1	7	
1	1	1	3	9	1	1	0	
1	1	1	5	12	4	7	30	
1	1	1	1	1	7	11	0	
1	1	1	6	8	5	21	0	
1	1	1	2	4	2	1	0	
1	1	1	3	2	3	7	0	
1	1	1	4	2	1	11	0	
1	1	1	3	1	2	9	20	
1	1	1	1	3	4	0	0	
1	1	1	1	2	5	21	11	
1	1	1	3	1	8	0	0	
1	1	1	1	1	8	49	0	
1	1	1	2	9	4	31	0	
1	1	1	5	5	2	1	0	
1	1	1	1	1	5	0	0	
1	1	1	1	17	4	36	11	
1	1	1	1	2	13	0	0	
1	1	1	3	16	6	7	0	
1	1	1	1	11	1	3	0	
1	1	1	1	8	5	3	30	
1	1	1	3	6	11	13	0	
1	1	1	2	2	14	14	12	
1	1	1	1	20	2	1	4	
1	1	1	3	16	7	6	37	
1	1	1	5	4	1	13	16	
1	1	1	6	6	5	1	33	
1	1	1	1	3	21	0	43	
1	1	1	1	2	1	15	8	
1	1	1	1	1	14	25	0	
1	1	1	5	4	1	7	38	
1	1	1	1	3	3	3	18	
1	1	1	2	1	27	0	0	
1	1	1	3	2	5	21	43	
1	1	1	1	3	1	0	0	
1	1	1	1	2	7	5	9	
1	1	1	1	3	5	4	0	
1	1	1	4	2	6	9	0	
1	1	1	1	4	7	7	50	
1	1	1	2	1	6	5	0	
1	1	1	5	18	12	19	0	
1	1	1	1	3	4	1	22	
1	1	1	1	6	3	12	0	
1	1	1	1	20	8	0	0	
1	1	1	3	4	8	9	0	
1	1	1	6	1	3	2	0	
1	1	1	2	3	1	0	0	
1	1	1	3	4	11	3	0	
1	1	1	3	4	2	5	9	
1	1	1	1	1	6	36	0	
1	1	1	2	2	1	12	0	
1	1	1	2	2	1	23	0	
1	1	1	1	3	1	25	0	
1	1	1	2	4	6	4	43	
1	1	1	4	4	32	35	46	
1	1	1	7	12	10	14	37	
1	1	1	3	8	2	45	43	
1	1	1	2	8	5	0	0	
1	1	1	1	4	1	4	0	
1	1	1	1	3	9	21	4	
1	1	1	1	1	1	19	0	
1	1	1	3	17	14	20	17	
1	1	1	1	5	3	24	0	
1	1	1	5	1	4	12	0	
1	1	1	5	3	2	7	28	
1	1	1	1	17	8	9	22	
1	1	1	4	1	5	6	42	
1	1	1	1	2	16	18	0	
1	1	1	3	10	1	7	49	
1	1	1	5	4	4	14	0	
1	1	1	3	2	2	36	0	
1	1	1	4	15	1	11	0	
1	1	1	4	1	3	5	0	
1	1	1	6	17	7	1	0	
1	1	1	4	1	12	42	0	
1	1	1	1	15	2	43	0	
1	1	1	1	8	7	14	0	
1	1	1	4	13	35	14	0	
1	1	1	1	13	8	4	19	
1	1	1	9	9	16	24	0	
1	1	1	4	6	2	0	0	
1	1	1	7	3	4	25	31	
1	1	1	2	1	1	1	16	
1	1	1	4	7	1	1	0	
1	1	1	2	2	3	44	0	
1	1	1	2	1	3	3	0	
1	1	1	9	10	5	20	0	
1	1	1	5	18	5	25	0	
1	1	1	2	1	10	7	0	
1	1	1	4	8	10	0	0	
1	1	1	1	20	3	16	8	
1	1	1	2	21	5	3	0	
1	1	1	1	3	6	5	32	
1	1	1	1	15	1	0	42	
1	1	1	5	14	3	1	16	
1	1	1	2	2	24	42	0	
1	1	1	4	10	9	37	32	
1	1	1	1	1	2	9	0	
1	1	1	5	10	5	24	0	
1	1	1	2	3	1	5	0	
1	1	1	3	4	4	2	30	
1	1	1	3	19	15	8	0	
1	1	1	3	19	6	22	0	
1	1	1	2	1	12	19	0	
1	1	1	1	13	2	1	0	
1	1	1	1	17	2	5	0	
1	1	1	1	6	15	5	0	
1	1	1	4	17	4	1	0	
1	1	1	5	25	10	17	0	
1	1	1	2	1	13	8	0	
1	1	1	7	31	3	24	0	
1	1	1	1	1	6	0	20	
1	1	1	1	2	21	0	25	
1	1	1	1	3	2	1	0	
1	1	1	2	37	1	44	0	
1	1	1	1	1	5	1	28	
1	1	1	3	1	4	2	31	
1	1	1	1	2	24	0	0	
1	1	1	2	12	3	4	31	
1	1	1	1	11	30	0	0	
1	1	1	3	41	2	0	0	
1	1	1	1	8	4	0	0	
1	1	1	1	6	1	17	0	
1	1	1	2	5	1	2	7	
1	1	1	4	8	2	4	0	
1	1	1	2	1	3	3	0	
1	1	1	1	3	9	5	0	
1	1	1	1	2	1	1	12	
1	1	1	1	5	10	0	0	
1	1	1	1	8	13	38	0	
1	1	1	6	1	8	20	15	
1	1	1	4	0	4	1	9	
1	1	1	1	1	5	36	0	
1	1	1	4	1	2	1	0	
1	1	1	4	1	7	24	34	
1	1	1	2	6	21	0	44	
1	1	1	2	9	3	27	18	
1	1	1	2	13	6	17	0	
1	1	1	3	2	13	0	0	
1	1	1	5	11	1	0	0	
1	1	1	9	8	6	3	0	
1	1	1	2	3	5	0	30	
1	1	1	2	3	1	0	0	
1	1	1	3	4	8	0	0	
1	1	1	2	1	2	35	0	
1	1	1	5	10	2	1	0	
1	1	1	4	8	2	1	0	
1	1	1	5	3	4	0	0	
1	1	1	3	20	6	0	0	
1	1	1	1	1	8	30	0	
1	1	1	1	2	4	2	0	
1	1	1	1	1	13	13	43	
1	1	1	5	11	6	4	0	
1	1	1	1	8	10	13	0	
1	1	1	2	1	9	0	0	
1	1	1	1	1	3	37	0	
1	1	1	3	1	5	24	0	
1	1	1	2	8	4	39	10	
1	1	1	2	1	9	32	0	
1	1	1	1	3	6	9	0	
1	1	1	2	4	2	1	0	
1	1	1	1	1	2	17	0	
1	1	1	1	1	3	15	16	
1	1	1	1	2	5	4	0	
1	1	1	2	3	3	10	5	
1	1	1	4	10	2	11	0	
1	1	1	1	2	6	19	0	
1	1	1	2	11	21	40	14	
1	1	1	1	4	14	32	46	
1	1	1	1	1	8	16	0	
1	1	1	4	23	3	25	0	
1	1	1	2	5	2	4	22	
1	1	1	1	1	1	4	1	
1	1	1	1	4	10	0	0	
1	1	1	2	5	2	3	27	
1	1	1	1	2	1	19	0	
1	1	1	2	4	6	0	0	
1	1	1	3	1	10	43	0	
1	1	1	1	9	5	2	35	
1	1	1	1	2	4	15	32	
1	1	1	1	19	1	9	0	
1	1	1	11	38	1	0	0	
1	1	1	1	7	9	9	0	
1	1	1	1	6	5	8	0	
1	1	1	1	1	5	0	0	
1	1	1	2	1	1	1	0	
1	1	1	4	10	6	13	0	
1	1	1	6	3	3	10	37	
1	1	1	4	21	10	50	20	
1	1	1	1	4	15	45	33	
1	1	1	3	2	7	0	8	
1	1	1	1	4	9	0	34	
1	1	1	3	1	16	14	0	
1	1	1	1	1	1	12	32	
1	1	1	1	1	9	0	16	
1	1	1	2	1	5	18	0	
1	1	1	3	1	4	2	27	
1	1	1	1	2	6	1	5	
1	1	1	7	8	3	20	0	
1	1	1	1	2	6	13	0	
1	1	1	1	9	1	4	19	
1	1	1	2	2	5	0	8	
1	1	1	4	4	3	2	0	
1	1	1	2	1	1	1	4	
1	1	1	4	5	2	1	0	
1	1	1	1	1	12	0	0	
1	1	1	1	1	3	45	0	
1	1	1	6	1	6	36	0	
1	1	1	1	1	2	0	0	
1	1	1	1	4	6	0	0	
1	1	1	7	16	4	20	21	
1	1	1	3	7	6	9	0	
1	1	1	3	25	1	1	0	
1	1	1	3	3	5	10	37	
1	1	1	6	7	2	1	0	
1	1	1	2	35	7	25	0	
1	1	1	1	7	11	8	0	
1	1	1	3	23	12	33	0	
